DtCreate,Berkeley_LHJ,Under_Investigation,Known_Homeless,No_Address__May_Be_Homeless_,Santa_Rita_Jail,Alameda,Albany,Dublin,Emeryville,Fremont,Hayward,Livermore,Newark,Oakland,Piedmont,Pleasanton,San_Leandro,Union_City,Eden_Area_MAC,Castro_Valley_MAC,Fairview_MAC,Remainder_of_County,F94501,F94502,F94536,F94538,F94539,F94541,F94542,F94544,F94545,F94546,F94550,F94551,F94552,F94555,F94560,F94566,F94568,F94577,F94578,F94579,F94580,F94587,F94588,F94601,F94602,F94603,F94605,F94606,F94607,F94608,F94609,F94610,F94611,F94612,F94618,F94619,F94621,F94702,F94703,F94704,F94705,F94706,F94707,F94708,F94709,F94710,ObjectId
2020/05/08 07:00:00+00,65,<10,,,35,38,<10,26,<10,120,422,42,64,631,10,55,109,82,162,101,<10,<10,31,<10,34,41,25,161,24,270,60,76,23,19,10,18,64,34,61,64,77,19,42,82,21,130,20,61,68,41,36,22,<10,22,31,17,<10,87,102,13,21,<10,<10,<10,<10,<10,<10,<10,18
2020/05/09 07:00:00+00,65,<10,,,38,38,<10,26,<10,121,431,42,67,643,10,55,109,83,165,102,<10,<10,31,<10,34,42,25,165,24,278,60,77,23,19,10,18,67,34,64,64,77,19,42,83,21,138,20,64,69,41,36,22,<10,22,31,17,<10,87,102,13,21,<10,<10,<10,<10,<10,<10,<10,19
2020/05/10 07:00:00+00,65,<10,,,46,38,<10,26,<10,122,432,43,69,662,10,55,109,83,165,102,<10,<10,31,<10,34,43,25,165,24,278,61,77,24,19,10,18,69,34,72,64,77,19,42,83,21,148,20,64,70,43,36,23,<10,22,31,17,<10,88,106,13,21,<10,<10,<10,<10,<10,<10,<10,20
2020/05/11 07:00:00+00,66,<10,,,47,38,<10,26,<10,124,437,43,69,682,10,55,110,84,165,102,<10,<10,31,<10,35,44,25,165,24,280,64,77,24,19,10,18,69,34,73,65,77,19,42,84,21,158,20,65,73,46,36,23,<10,22,31,17,<10,89,108,13,22,<10,<10,<10,<10,<10,<10,<10,21
2020/05/12 07:00:00+00,66,<10,,,48,38,<10,26,<10,125,449,43,69,695,10,55,112,87,169,104,<10,<10,31,<10,36,44,25,168,26,288,65,79,24,19,10,18,69,34,74,66,77,20,45,87,21,162,21,69,73,48,36,24,<10,22,31,17,<10,89,109,13,22,<10,<10,<10,<10,<10,<10,<10,22
2020/05/13 07:00:00+00,66,<10,,,51,40,<10,26,<10,127,454,45,70,725,10,56,115,93,172,106,<10,<10,32,<10,36,45,25,169,26,293,65,81,26,19,10,19,70,35,77,68,78,21,46,93,21,175,22,76,77,51,36,24,<10,22,31,17,<10,90,110,13,22,<10,<10,<10,<10,<10,<10,<10,23
2020/05/14 07:00:00+00,66,<10,,,51,41,<10,26,<10,133,469,45,70,749,10,56,117,94,173,108,10,<10,33,<10,37,50,25,172,26,304,68,82,26,19,10,19,70,35,77,69,80,21,46,94,21,187,22,82,79,51,36,24,<10,22,31,17,<10,91,113,13,22,<10,<10,<10,<10,<10,<10,<10,24
2020/05/15 07:00:00+00,67,<10,,,51,41,<10,26,<10,135,486,45,71,780,10,56,120,97,174,108,13,<10,33,<10,37,51,25,177,28,315,71,82,26,19,10,20,71,35,77,71,80,22,46,97,21,192,24,84,80,61,37,25,<10,22,32,18,<10,94,116,14,22,<10,<10,<10,<10,<10,<10,<10,25
2020/05/16 07:00:00+00,68,<10,,,51,43,<10,26,<10,136,490,45,73,814,10,58,120,98,177,109,13,<10,35,<10,37,51,25,180,28,319,71,83,26,19,10,21,73,37,77,71,80,22,46,98,21,204,28,88,85,63,38,25,<10,22,32,18,<10,98,118,15,22,<10,<10,<10,<10,<10,<10,<10,26
2020/05/17 07:00:00+00,69,<10,,,51,43,<10,26,<10,138,491,45,73,832,10,58,124,100,180,109,13,<10,35,<10,37,53,25,182,28,320,71,83,26,19,11,21,73,37,77,75,80,22,47,100,21,211,30,91,86,63,39,26,<10,22,32,18,<10,100,119,15,22,10,<10,<10,<10,<10,<10,<10,27
2020/05/18 07:00:00+00,70,<10,,,52,43,<10,26,<10,140,508,45,75,858,11,58,129,103,181,110,13,<10,35,<10,37,55,25,185,30,330,73,84,26,19,12,21,75,37,78,76,81,25,48,103,21,219,33,94,86,67,40,26,<10,24,33,19,<10,101,121,15,22,10,<10,<10,<10,<10,<10,<10,28
2020/05/19 07:00:00+00,71,<10,,,52,43,<10,26,<10,144,515,45,75,887,11,58,131,105,183,111,13,<10,35,<10,38,56,25,187,30,335,75,84,26,19,12,23,75,37,78,78,82,25,48,105,21,226,36,96,91,72,40,26,<10,24,33,19,<10,104,124,15,23,10,<10,<10,<10,<10,<10,<10,29
2020/05/20 07:00:00+00,72,<10,,,52,43,<10,26,<10,145,521,45,76,932,11,58,133,106,189,111,13,<10,35,<10,38,57,25,192,30,339,76,84,26,19,13,23,76,37,78,80,82,25,50,106,21,241,38,100,98,75,42,27,<10,24,33,19,<10,107,132,16,23,10,<10,<10,<10,<10,<10,<10,30
2020/05/21 07:00:00+00,80,<10,,,52,44,<10,26,<10,148,532,46,83,969,12,59,135,107,192,111,13,<10,36,<10,38,60,25,195,30,346,78,84,26,20,13,23,83,38,78,81,82,26,52,107,21,255,39,105,103,80,42,27,<10,24,34,19,<10,109,136,17,30,10,<10,<10,<10,<10,<10,<10,31
2020/05/22 07:00:00+00,86,<10,,,52,45,<10,26,<10,149,546,48,83,1007,13,59,139,109,196,111,13,<10,37,<10,38,61,25,200,30,356,80,84,26,22,13,23,83,38,78,83,84,26,53,109,21,275,39,110,108,81,42,27,<10,24,35,19,<10,110,142,18,33,11,<10,<10,<10,<10,<10,<10,32
2020/05/23 07:00:00+00,86,10,,,52,45,<10,26,<10,152,554,49,85,1048,13,59,140,111,199,113,13,<10,37,<10,38,63,26,205,31,361,80,86,26,23,13,23,85,38,78,83,84,27,53,111,21,299,41,112,111,82,43,29,10,24,35,19,<10,114,143,18,33,11,<10,<10,<10,<10,<10,<10,33
2020/05/24 07:00:00+00,86,11,,,52,45,<10,26,<10,155,565,51,91,1085,13,60,144,113,200,114,13,<10,37,<10,40,63,27,207,32,365,85,87,26,25,13,23,91,38,78,86,85,27,53,113,22,315,42,118,112,85,44,29,10,26,36,19,<10,115,148,18,33,11,<10,<10,<10,<10,<10,<10,34
2020/05/25 07:00:00+00,86,11,,,52,47,<10,26,<10,160,570,51,92,1121,13,60,146,114,204,115,13,<10,39,<10,41,66,27,211,32,369,85,88,27,25,13,24,92,38,78,87,86,27,54,114,22,331,42,126,116,88,45,29,10,26,36,19,<10,117,150,18,33,11,<10,<10,<10,<10,<10,<10,35
2020/05/26 07:00:00+00,89,11,,,53,47,<10,26,10,162,574,51,95,1158,13,60,149,115,204,115,13,<10,39,<10,42,66,27,213,32,371,85,88,27,25,13,25,95,38,79,87,87,29,54,115,22,341,43,131,121,93,45,31,10,26,38,19,<10,118,157,20,34,11,<10,<10,<10,<10,<10,<10,36
2020/05/27 07:00:00+00,89,12,,,54,49,<10,26,10,163,586,51,100,1173,13,60,151,123,208,115,13,<10,41,<10,42,66,27,217,32,380,86,88,27,25,13,26,100,38,80,88,88,29,56,123,22,348,43,135,121,93,45,32,10,26,38,19,<10,118,160,20,34,11,<10,<10,<10,<10,<10,<10,37
2020/05/28 07:00:00+00,92,12,,,55,51,<10,26,10,169,602,52,101,1232,13,61,153,125,213,115,13,<10,42,<10,44,70,27,224,32,388,90,88,27,26,13,26,101,38,81,88,91,29,57,125,23,374,44,142,129,96,45,32,10,27,42,19,<10,118,169,21,36,11,<10,<10,<10,<10,<10,<10,38
2020/05/29 07:00:00+00,94,14,,,55,52,<10,26,10,176,622,54,106,1283,13,62,156,127,218,117,14,<10,42,10,47,72,27,231,32,401,94,88,29,26,13,28,106,38,81,89,95,29,59,127,24,391,45,148,133,97,47,32,10,27,42,19,<10,127,180,22,36,11,<10,<10,<10,<10,<10,<10,39
2020/05/30 07:00:00+00,94,14,,,55,54,<10,27,10,179,642,55,106,1346,13,63,159,130,222,118,14,<10,44,10,48,74,27,237,33,412,98,89,29,27,13,28,106,38,82,90,96,31,60,130,25,416,48,158,134,100,47,33,10,29,42,21,<10,130,193,22,36,11,<10,<10,<10,<10,<10,<10,40
2020/05/31 07:00:00+00,94,14,,,55,54,<10,27,10,180,648,55,106,1368,13,63,159,130,225,118,14,<10,44,10,49,74,27,240,33,416,99,89,29,27,14,28,106,38,82,90,96,31,61,130,25,423,50,161,134,103,48,33,10,29,42,21,<10,131,198,22,36,11,<10,<10,<10,<10,<10,<10,41
2020/06/01 07:00:00+00,96,14,,,55,54,<10,27,10,183,656,55,106,1407,13,63,160,130,225,120,14,<10,44,10,51,75,27,242,33,421,100,90,30,27,14,28,106,38,82,90,97,32,61,130,25,433,51,169,136,105,49,33,12,32,45,21,<10,132,204,22,37,11,<10,<10,<10,<10,<10,<10,42
2020/06/02 07:00:00+00,97,14,,,55,54,<10,28,10,183,676,55,108,1456,13,64,162,131,228,121,14,<10,44,10,51,75,27,247,33,434,104,90,30,27,14,28,108,38,83,90,100,32,62,131,26,452,52,184,136,107,50,35,12,32,48,22,<10,133,208,23,37,11,<10,<10,<10,<10,<10,<10,43
2020/06/03 07:00:00+00,98,14,,,55,54,<10,28,10,187,690,55,113,1492,13,64,162,132,234,124,14,<10,44,10,52,78,27,250,33,443,107,92,30,27,15,28,113,38,83,90,101,32,66,132,26,463,52,188,138,111,53,36,12,32,49,22,<10,135,216,23,37,11,<10,<10,<10,<10,<10,10,44
2020/06/04 07:00:00+00,98,14,,,55,55,<10,28,10,190,701,56,115,1527,13,65,163,132,236,124,21,<10,45,10,53,80,27,259,33,452,108,92,31,27,15,28,115,38,83,91,102,32,66,132,27,468,53,197,140,114,55,37,12,32,50,23,<10,137,224,23,37,11,<10,<10,<10,<10,<10,10,45
2020/06/05 07:00:00+00,103,14,,,56,56,<10,29,10,191,711,56,116,1560,13,65,164,137,241,124,21,<10,46,10,53,80,28,263,33,461,109,92,31,27,15,28,116,38,85,92,103,32,66,137,27,485,55,199,141,121,56,37,12,32,50,24,<10,137,226,25,38,12,<10,<10,<10,<10,<10,10,46
2020/06/06 07:00:00+00,103,14,,,56,56,<10,29,10,199,717,57,118,1586,13,66,171,139,245,124,24,<10,46,10,54,87,28,268,34,464,109,92,32,27,15,28,118,38,85,95,105,35,69,139,28,492,56,203,142,125,56,37,12,33,50,24,<10,139,232,25,38,12,<10,<10,<10,<10,<10,10,47
2020/06/07 07:00:00+00,105,14,,,56,56,<10,29,10,202,725,57,120,1619,13,66,176,142,247,125,31,<10,46,10,55,89,28,276,34,468,112,92,32,27,15,28,120,38,85,97,110,36,69,142,28,501,57,209,148,128,57,37,12,33,50,24,<10,140,238,25,38,12,<10,11,<10,<10,<10,10,48
2020/06/08 07:00:00+00,109,14,,,56,57,<10,30,11,205,725,57,121,1632,13,66,176,143,249,128,31,<10,47,10,57,89,29,276,34,468,112,93,32,27,17,28,121,38,86,97,111,36,70,143,28,504,59,209,151,128,57,38,12,33,50,24,<10,140,243,25,40,13,<10,11,<10,<10,<10,10,49
2020/06/09 07:00:00+00,112,14,,,56,59,<10,30,11,207,729,57,122,1668,13,66,182,145,257,130,34,<10,49,10,57,90,29,286,34,469,113,93,32,27,18,29,122,38,86,101,116,36,71,145,28,519,59,214,153,129,58,39,13,33,50,24,<10,141,252,26,40,13,<10,12,<10,<10,<10,12,50
2020/06/10 07:00:00+00,112,14,,,56,59,<10,30,12,211,740,57,123,1701,13,66,186,148,263,131,34,<10,49,10,57,90,33,289,34,478,113,94,32,27,18,29,123,38,86,102,122,37,72,148,28,530,59,219,155,132,62,40,13,33,51,24,<10,141,259,26,40,13,<10,12,<10,<10,<10,12,51
2020/06/11 07:00:00+00,113,14,,,57,59,<10,30,12,218,756,57,123,1752,13,67,190,150,266,135,41,<10,49,10,64,90,33,303,34,488,114,98,32,27,18,29,123,38,87,104,123,38,73,150,29,550,61,228,159,134,64,43,13,33,51,24,<10,143,266,27,40,13,<10,12,<10,<10,<10,12,52
2020/06/12 07:00:00+00,114,15,,,57,60,<10,31,13,220,761,59,123,1777,13,68,196,151,269,137,41,<10,50,10,64,91,34,305,34,493,114,100,33,28,18,29,123,39,88,106,128,38,73,151,29,556,61,235,161,135,64,45,14,33,52,24,<10,143,272,28,40,13,<10,12,<10,<10,<10,12,53
2020/06/13 07:00:00+00,114,15,,,57,60,<10,33,14,223,767,61,124,1813,13,68,198,154,280,140,42,<10,50,10,65,93,34,310,34,498,115,103,35,28,18,29,124,39,90,106,133,38,77,154,29,571,62,245,163,137,64,46,15,33,52,24,<10,143,277,28,40,13,<10,12,<10,<10,<10,12,54
2020/06/14 07:00:00+00,114,16,,,57,63,<10,35,14,225,781,63,126,1846,13,68,204,157,286,147,43,<10,53,10,66,94,34,313,34,510,116,111,36,29,18,29,126,39,92,112,134,38,80,157,29,578,62,251,163,143,65,47,15,34,52,24,<10,147,284,28,40,13,<10,12,<10,<10,<10,12,55
2020/06/15 07:00:00+00,114,16,,,57,66,<10,35,14,226,804,68,127,1867,13,68,206,157,290,147,45,<10,56,10,67,94,34,316,35,530,117,111,38,32,18,29,127,39,92,113,134,39,84,157,29,584,62,258,163,146,67,47,15,34,52,25,<10,147,285,28,40,13,<10,12,<10,<10,<10,12,56
2020/06/16 07:00:00+00,115,16,,,58,67,<10,35,14,227,830,72,129,1894,13,69,209,160,299,147,49,<10,57,10,67,95,34,326,35,554,118,111,40,34,18,29,129,39,93,115,136,39,87,160,30,598,63,264,164,148,68,47,15,34,52,25,<10,147,287,28,41,13,<10,12,<10,<10,<10,12,57
2020/06/17 07:00:00+00,116,17,,,58,68,<10,36,14,231,841,90,130,1926,13,70,210,160,309,150,49,<10,58,10,69,96,34,334,35,563,119,114,51,41,18,30,130,40,94,116,138,39,88,160,30,603,63,271,165,152,68,47,15,34,52,25,<10,147,302,28,41,13,<10,12,<10,<10,<10,13,58
2020/06/18 07:00:00+00,118,17,,,58,68,<10,38,14,231,854,94,130,1942,13,72,211,164,311,150,49,<10,58,10,69,96,34,337,35,569,123,114,53,43,18,30,130,42,96,117,139,39,89,164,30,606,64,275,168,153,68,48,15,34,53,25,<10,147,304,28,41,14,<10,12,<10,<10,<10,13,59
2020/06/19 07:00:00+00,120,19,,,59,71,10,41,14,238,872,111,143,1998,13,76,221,167,321,157,50,<10,61,10,73,97,36,345,36,583,125,119,62,51,18,30,143,45,100,121,150,39,90,167,31,628,67,284,173,158,68,49,15,37,53,25,<10,150,309,28,41,16,<10,13,<10,<10,<10,13,60
2020/06/20 07:00:00+00,123,20,,,59,71,10,42,15,241,880,114,146,2064,13,79,230,168,324,161,61,<10,61,10,74,97,37,358,36,588,127,122,62,54,18,31,146,46,101,126,155,41,90,168,33,647,67,293,179,163,69,59,16,37,54,28,<10,150,321,30,41,16,<10,13,<10,<10,<10,13,61
2020/06/21 07:00:00+00,124,23,,,60,73,10,44,19,251,896,125,147,2157,13,82,244,176,331,164,62,<10,63,10,76,104,38,364,37,599,130,124,68,59,18,31,147,48,104,136,161,42,91,176,34,679,67,312,191,168,73,64,17,39,55,28,<10,153,334,30,41,16,<10,13,<10,<10,<10,14,62
2020/06/22 07:00:00+00,131,23,,,60,74,11,44,19,256,910,129,150,2211,13,82,250,179,338,166,63,<10,64,10,77,107,38,375,37,606,131,126,72,60,18,32,150,48,104,140,165,42,92,179,34,699,68,323,192,173,76,65,17,39,56,28,<10,158,339,31,44,17,10,14,<10,<10,<10,14,63
2020/06/23 07:00:00+00,136,23,,,60,77,11,44,19,260,914,130,154,2255,13,84,256,180,345,169,63,<10,67,10,78,109,38,381,37,609,131,129,73,60,18,33,154,49,104,142,170,42,93,180,35,709,69,330,193,178,78,66,17,39,56,28,10,161,352,31,45,19,10,14,<10,<10,<10,14,64
2020/06/24 07:00:00+00,139,23,,,60,80,11,45,19,263,930,133,155,2270,13,87,263,183,348,173,63,<10,70,10,78,111,38,387,37,617,133,133,75,61,18,34,155,51,105,147,172,42,96,183,36,711,70,332,194,180,79,67,17,39,56,28,10,161,357,31,46,20,10,14,<10,<10,<10,14,65
2020/06/25 07:00:00+00,141,25,,,60,85,11,46,19,271,949,148,160,2304,13,99,271,187,353,176,63,<10,75,10,84,113,38,393,41,627,136,135,84,67,18,34,160,56,106,150,177,43,97,187,43,719,70,335,196,183,84,67,17,39,56,30,10,161,367,31,46,21,10,14,<10,<10,<10,15,66
2020/06/26 07:00:00+00,145,25,,,60,85,11,47,19,274,952,151,161,2334,13,100,274,190,357,178,63,<10,75,10,85,115,38,396,41,629,136,136,86,68,18,34,161,56,107,151,181,43,98,190,44,732,72,338,197,185,87,67,17,40,56,30,10,163,370,32,46,21,11,14,<10,<10,<10,15,67
2020/06/27 07:00:00+00,147,28,,,61,88,11,51,22,280,979,156,162,2389,13,104,282,192,366,184,63,<10,77,11,87,118,38,407,45,646,137,141,89,70,18,35,162,57,112,154,187,44,100,192,47,751,72,343,199,187,95,70,18,41,56,31,10,164,385,32,46,22,12,14,<10,<10,<10,15,68
2020/06/28 07:00:00+00,149,30,,,63,91,11,55,27,292,1003,170,164,2454,13,119,293,195,375,191,65,<10,80,11,98,118,39,418,47,657,143,146,98,75,19,35,164,60,118,159,192,47,104,195,59,777,74,353,204,189,99,78,18,43,57,32,10,164,394,32,46,23,12,14,<10,<10,<10,16,69
2020/06/29 07:00:00+00,154,32,,,63,96,13,56,28,304,1017,178,167,2501,14,123,298,197,380,194,66,<10,84,12,106,121,40,422,52,664,143,148,104,78,20,35,167,61,119,162,196,47,106,197,62,788,75,364,207,193,100,80,21,44,60,33,11,164,401,32,46,25,14,16,<10,<10,<10,17,70
2020/06/30 07:00:00+00,164,34,,,63,96,14,56,29,316,1040,189,168,2559,14,123,309,199,390,196,66,<10,84,12,109,125,44,437,52,675,146,150,111,82,20,36,168,61,119,168,202,47,109,199,62,803,78,374,213,195,105,83,23,45,60,33,11,167,410,32,51,28,15,17,<10,<10,<10,17,71
2020/07/01 07:00:00+00,166,36,,,63,99,14,58,30,329,1067,197,168,2644,14,125,322,201,396,200,67,<10,87,12,113,130,48,447,56,683,156,154,113,88,20,36,168,62,121,178,205,48,110,201,63,819,81,389,222,203,110,87,27,45,60,35,11,170,427,32,51,29,16,17,<10,<10,<10,17,72
2020/07/02 07:00:00+00,187,80,,,63,102,14,65,30,350,1091,205,169,2699,14,126,329,212,406,208,67,<10,90,12,127,136,49,454,57,698,160,163,117,92,21,36,169,62,128,182,210,50,111,212,64,836,82,399,225,207,111,89,33,46,60,35,11,171,436,33,52,44,20,17,<10,<10,<10,17,73
2020/07/03 07:00:00+00,194,92,,,63,104,16,68,34,363,1112,221,175,2795,14,130,344,221,419,214,69,<10,91,13,131,142,51,465,58,710,163,170,119,106,21,37,175,64,131,194,216,51,115,221,66,865,84,406,231,218,114,96,37,48,62,36,13,176,455,34,55,46,21,19,<10,<10,<10,17,74
2020/07/04 07:00:00+00,204,100,,,63,112,18,72,34,384,1129,240,179,2883,15,137,359,229,437,219,70,<10,98,14,140,151,53,484,58,716,168,175,125,119,21,38,179,68,135,207,220,52,118,229,69,885,96,420,236,226,120,97,41,51,62,38,13,178,467,35,57,47,27,21,<10,<10,<10,17,75
2020/07/05 07:00:00+00,205,103,,,64,117,18,73,35,394,1142,250,182,2935,15,142,368,233,441,222,71,<10,103,14,142,155,53,486,59,723,172,179,131,123,21,42,182,68,137,213,225,52,119,233,74,899,99,429,241,229,122,98,42,52,63,39,13,180,477,35,57,47,27,21,<10,<10,<10,18,76
2020/07/06 07:00:00+00,217,104,,,64,119,20,77,35,403,1152,254,183,2976,16,143,372,236,443,222,72,<10,105,14,144,160,54,490,59,726,175,179,132,126,21,43,183,69,141,217,227,52,119,236,75,906,99,438,245,229,124,98,47,54,63,39,17,180,486,35,57,59,27,23,<10,<10,<10,18,77
2020/07/07 07:00:00+00,224,112,,,64,122,21,77,35,408,1171,260,185,3041,16,143,375,243,455,223,73,<10,108,14,145,162,55,503,61,733,177,182,134,130,21,44,185,69,141,219,228,53,124,243,75,923,102,452,247,233,127,99,50,58,64,39,17,184,495,35,58,61,28,25,<10,<10,<10,19,78
2020/07/08 07:00:00+00,237,130,,,64,122,21,78,35,413,1184,268,190,3091,16,143,382,244,460,226,75,<10,108,14,145,166,55,511,61,741,178,184,136,136,21,45,190,69,142,221,236,54,124,244,75,934,102,461,254,239,132,99,51,59,64,42,17,186,500,36,59,69,28,25,<10,<10,<10,20,79
2020/07/09 07:00:00+00,248,166,,,65,128,21,80,36,424,1192,283,197,3173,16,154,389,247,467,228,76,11,114,14,149,173,55,517,62,746,178,185,144,145,22,45,197,74,145,225,240,54,127,247,81,955,103,477,260,249,139,104,53,62,64,43,17,188,509,38,61,74,28,25,<10,<10,<10,21,80
2020/07/10 07:00:00+00,257,173,,,66,130,21,84,37,437,1230,301,208,3242,16,157,400,259,485,235,77,12,115,15,155,178,57,532,70,762,185,188,158,150,23,45,208,75,150,233,252,54,132,259,83,966,106,500,264,255,143,105,54,65,65,46,17,189,518,38,63,78,28,25,<10,<10,<10,23,81
2020/07/11 07:00:00+00,270,184,,,67,136,21,85,38,441,1257,309,211,3321,16,158,418,263,502,237,77,13,121,15,156,180,57,542,70,778,191,189,161,156,23,46,211,75,152,243,258,59,142,263,84,978,108,524,269,261,146,108,58,69,65,49,17,189,532,39,66,82,33,25,<10,<10,<10,23,82
